日期Date	指数代码Index Code	指数中文全称Index Chinese Name(Full)	指数中文简称Index Chinese Name	指数英文全称Index English Name(Full)	指数英文简称Index Chinese Name	开盘Open	最高High	最低Low	收盘Close	涨跌Change	涨跌幅(%)Change(%)	成交量（万手）Volume(M Shares)	成交金额（亿元）Turnover	样本数量ConsNumber
20210208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1310.25	1317.52	1288.28	1316.28	9.14	0.70	1208.64	136.58	50
20210209	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1318.72	1338.59	1309.02	1335.61	19.33	1.47	1055.09	124.97	50
20210210	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1336.65	1346.33	1330.00	1340.15	4.54	0.34	1059.15	131.57	50
20210218	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1373.92	1381.02	1351.94	1358.53	18.38	1.37	1676.26	205.76	50
20210219	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1358.19	1393.73	1353.37	1392.48	33.95	2.50	1851.62	204.32	50
20210222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1393.94	1394.75	1365.00	1366.23	-26.25	-1.88	2019.23	226.98	50
20210223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1355.41	1360.49	1338.68	1342.70	-23.53	-1.72	1314.63	150.41	50
20210224	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1342.11	1365.43	1334.18	1345.48	2.78	0.21	1441.20	165.13	50
20210225	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1353.15	1355.53	1331.52	1335.96	-9.51	-0.71	1298.36	143.48	50
20210226	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1315.63	1330.59	1310.74	1313.54	-22.42	-1.68	1181.67	130.61	50
20210301	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1327.14	1356.78	1327.14	1356.36	42.82	3.26	1307.26	152.77	50
20210302	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1358.74	1359.35	1325.86	1335.72	-20.64	-1.52	1293.38	150.19	50
20210303	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1331.00	1355.15	1329.81	1355.15	19.43	1.45	1062.66	129.77	50
20210304	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1344.97	1347.33	1331.32	1333.87	-21.28	-1.57	1176.32	136.81	50
20210305	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1319.25	1357.88	1319.25	1352.46	18.59	1.39	1311.98	147.08	50
20210308	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1361.64	1379.91	1331.57	1332.45	-20.00	-1.48	1603.16	183.21	50
20210309	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1327.05	1339.29	1288.66	1311.81	-20.64	-1.55	1461.88	164.75	50
20210310	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1324.04	1324.69	1288.68	1290.55	-21.26	-1.62	1097.55	123.46	50
20210311	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1288.55	1312.40	1281.97	1302.10	11.55	0.90	1549.65	167.81	50
20210312	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1302.55	1304.00	1282.23	1287.65	-14.45	-1.11	1173.93	132.46	50
20210315	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1274.39	1274.39	1256.56	1262.35	-25.30	-1.96	1396.39	149.57	50
20210316	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1254.02	1268.00	1253.94	1266.99	4.64	0.37	1219.18	146.42	50
20210317	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1266.03	1277.92	1259.51	1276.22	9.23	0.73	1039.97	111.35	50
20210318	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1277.10	1281.45	1268.35	1274.18	-2.04	-0.16	977.68	103.20	50
20210319	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1260.25	1267.34	1243.70	1248.96	-25.22	-1.98	988.06	109.51	50
20210322	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1246.31	1264.75	1246.31	1264.70	15.74	1.26	921.31	100.78	50
20210323	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1265.91	1267.33	1254.47	1260.68	-4.02	-0.32	1045.78	112.14	50
20210324	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1257.77	1271.10	1255.57	1267.00	6.32	0.50	1225.97	118.73	50
20210325	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.96	1275.49	1255.52	1260.99	-6.00	-0.47	1152.43	117.58	50
20210326	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.23	1276.31	1261.88	1271.15	10.16	0.81	1087.12	115.84	50
20210329	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1262.19	1262.19	1244.77	1250.97	-20.18	-1.59	1138.88	115.87	50
20210330	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1245.89	1246.75	1237.95	1243.32	-7.65	-0.61	1101.99	112.30	50
20210331	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1244.53	1253.07	1239.59	1244.31	0.99	0.08	836.85	94.11	50
20210401	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1244.50	1253.75	1238.49	1253.37	9.06	0.73	723.19	82.31	50
20210402	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1254.99	1265.07	1245.34	1260.69	7.32	0.58	973.16	98.07	50
20210406	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1264.03	1274.86	1260.86	1272.39	11.70	0.93	1058.76	111.13	50
20210407	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1269.91	1272.74	1262.17	1271.90	-0.48	-0.04	986.46	101.76	50
20210408	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1269.62	1273.51	1260.96	1264.56	-7.35	-0.58	923.92	100.47	50
20210409	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1261.12	1270.45	1260.39	1267.35	2.80	0.22	977.77	96.14	50
20210412	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1265.33	1265.33	1239.06	1241.18	-26.18	-2.07	1060.47	109.79	50
20210413	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1238.14	1248.30	1230.56	1233.94	-7.23	-0.58	1000.30	97.25	50
20210414	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1232.52	1258.80	1232.18	1257.40	23.46	1.90	1089.97	100.27	50
20210415	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1253.04	1253.04	1240.09	1242.68	-14.72	-1.17	1268.95	101.12	50
20210416	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1243.42	1261.99	1242.06	1259.62	16.95	1.36	1139.33	101.61	50
20210419	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1255.73	1277.90	1252.15	1276.70	17.07	1.36	1126.36	112.29	50
20210420	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1273.57	1299.38	1270.28	1283.99	7.30	0.57	1137.38	118.95	50
20210421	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1276.68	1282.78	1274.46	1278.63	-5.37	-0.42	1032.67	94.33	50
20210422	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1280.21	1291.90	1276.40	1288.03	9.40	0.74	1175.05	99.38	50
20210423	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1298.15	1298.29	1276.34	1281.64	-6.38	-0.50	1155.91	120.73	50
20210426	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1287.62	1301.48	1278.89	1280.06	-1.59	-0.12	1199.58	131.55	50
20210427	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1279.46	1288.30	1268.69	1273.90	-6.16	-0.48	969.58	100.79	50
20210428	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1274.01	1286.25	1268.49	1284.27	10.37	0.81	866.01	95.55	50
20210429	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1279.80	1283.01	1272.30	1279.18	-5.09	-0.40	946.85	99.43	50
20210430	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1274.73	1285.71	1261.36	1267.75	-11.43	-0.89	1121.06	111.57	50
20210506	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1262.02	1265.87	1243.28	1251.28	-16.47	-1.30	931.80	97.23	50
20210507	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1253.18	1260.59	1246.62	1246.87	-4.41	-0.35	941.20	96.37	50
20210510	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1246.81	1249.55	1234.24	1241.29	-5.58	-0.45	1086.39	106.24	50
20210511	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1234.78	1244.58	1222.18	1236.25	-5.05	-0.41	948.41	92.07	50
20210512	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1231.27	1261.47	1224.53	1260.00	23.76	1.92	1011.27	106.42	50
20210513	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1250.23	1265.63	1249.07	1256.59	-3.41	-0.27	1097.43	112.63	50
20210514	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1258.97	1267.04	1256.17	1265.85	9.26	0.74	1079.79	113.99	50
20210517	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.95	1290.15	1263.87	1277.72	11.86	0.94	1176.40	130.18	50
20210518	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1277.45	1290.14	1276.22	1286.85	9.13	0.71	897.60	99.95	50
20210519	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1287.23	1288.52	1275.59	1285.15	-1.70	-0.13	919.18	96.99	50
20210520	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1283.01	1303.47	1272.39	1296.66	11.52	0.90	1133.20	127.49	50
20210521	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1295.80	1307.35	1284.92	1285.93	-10.73	-0.83	934.52	110.94	50
20210524	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1284.13	1299.90	1283.01	1299.89	13.96	1.09	870.29	104.27	50
20210525	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1298.31	1322.65	1296.48	1321.01	21.13	1.63	1059.66	121.53	50
20210526	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1320.43	1325.20	1306.87	1308.40	-12.62	-0.96	1223.01	133.06	50
20210527	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1307.24	1325.24	1306.65	1324.37	15.97	1.22	1150.78	120.18	50
20210528	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1323.32	1328.82	1302.06	1306.24	-18.13	-1.37	1071.10	126.53	50
20210531	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1302.02	1308.52	1296.20	1307.81	1.57	0.12	949.08	113.00	50
20210601	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1305.19	1308.16	1294.76	1305.02	-2.79	-0.21	980.28	122.42	50
20210602	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1304.83	1306.01	1279.78	1282.05	-22.97	-1.76	1101.25	134.61	50
20210603	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1286.78	1300.94	1282.85	1283.70	1.65	0.13	870.63	102.61	50
20210604	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1282.75	1297.41	1281.18	1292.79	9.09	0.71	817.60	95.97	50
20210607	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1294.93	1306.07	1288.30	1305.62	12.83	0.99	810.28	106.70	50
20210608	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1305.12	1313.51	1295.18	1312.94	7.32	0.56	898.29	105.56	50
20210609	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1313.27	1313.27	1302.08	1304.79	-8.15	-0.62	1034.12	106.64	50
20210610	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1309.23	1322.86	1308.34	1317.05	12.27	0.94	1230.07	132.42	50
20210611	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1320.17	1320.17	1291.50	1294.87	-22.18	-1.68	1525.42	154.57	50
20210615	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1297.83	1297.83	1284.36	1291.23	-3.64	-0.28	1281.97	135.52	50
20210616	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1290.57	1291.43	1265.51	1266.35	-24.88	-1.93	1015.73	102.77	50
20210617	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.83	1269.98	1255.08	1259.24	-7.10	-0.56	856.29	90.39	50
20210618	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1260.61	1269.69	1252.38	1267.56	8.32	0.66	1133.79	105.00	50
20210621	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1262.98	1280.24	1257.91	1280.09	12.53	0.99	1135.48	121.75	50
20210622	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1284.77	1286.92	1268.28	1273.69	-6.40	-0.50	1079.43	116.19	50
20210623	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1273.45	1281.88	1267.20	1279.92	6.23	0.49	1003.14	115.56	50
20210624	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1280.28	1280.75	1259.11	1261.68	-18.24	-1.42	955.84	97.10	50
20210625	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1259.51	1260.47	1249.99	1260.05	-1.63	-0.13	840.07	94.06	50
20210628	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1258.88	1270.46	1256.17	1265.12	5.07	0.40	894.98	108.20	50
20210629	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1266.49	1269.94	1256.07	1256.96	-8.16	-0.64	877.41	97.93	50
20210630	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1256.69	1256.78	1247.48	1253.03	-3.94	-0.31	719.10	87.62	50
20210701	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1253.60	1256.26	1242.38	1243.79	-9.23	-0.74	853.54	94.10	50
20210702	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1243.12	1248.15	1226.29	1229.30	-14.49	-1.17	810.24	97.56	50
20210705	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1229.68	1230.12	1199.87	1208.45	-20.85	-1.70	941.73	112.74	50
20210706	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1206.14	1208.00	1193.22	1207.20	-1.25	-0.10	930.31	103.79	50
20210707	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1203.34	1209.77	1199.78	1206.86	-0.34	-0.03	721.44	80.66	50
20210708	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1205.05	1205.18	1184.19	1184.50	-22.36	-1.85	979.23	106.13	50
20210709	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1182.40	1187.08	1178.30	1184.64	0.14	0.01	866.48	96.55	50
20210712	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1182.32	1198.08	1179.62	1194.34	9.71	0.82	1175.89	136.94	50
20210713	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1194.66	1217.53	1191.36	1214.48	20.14	1.69	1317.86	126.95	50
20210714	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1215.58	1215.94	1200.96	1200.98	-13.50	-1.11	1125.57	107.90	50
20210715	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1201.81	1201.81	1180.08	1193.22	-7.76	-0.65	1037.85	105.03	50
20210716	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1191.64	1199.57	1187.85	1197.11	3.90	0.33	801.63	93.01	50
20210719	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1193.41	1193.41	1177.34	1182.64	-14.47	-1.21	754.22	81.21	50
20210720	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1174.23	1181.08	1172.29	1180.29	-2.35	-0.20	594.83	63.43	50
20210721	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1182.47	1190.51	1179.59	1181.36	1.07	0.09	831.36	78.67	50
20210722	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1180.96	1189.07	1178.28	1183.89	2.53	0.21	975.29	86.21	50
20210723	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1182.69	1182.69	1156.49	1156.79	-27.10	-2.29	1097.29	105.07	50
20210726	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1146.93	1146.93	1102.88	1106.34	-50.45	-4.36	1230.35	125.58	50
20210727	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1106.88	1112.68	1072.54	1073.06	-33.28	-3.01	1106.86	114.66	50
20210728	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1073.49	1079.66	1055.42	1062.60	-10.46	-0.97	1074.11	103.99	50
20210729	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1073.87	1084.65	1073.87	1079.12	16.52	1.55	876.22	86.65	50
20210730	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1076.23	1077.29	1064.43	1073.72	-5.40	-0.50	824.48	75.91	50
20210802	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1068.64	1092.06	1062.15	1089.51	15.79	1.47	815.59	79.78	50
20210803	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1083.73	1084.72	1072.73	1074.70	-14.81	-1.36	1067.59	114.63	50
20210804	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1071.60	1071.87	1060.60	1064.07	-10.63	-0.99	957.82	95.92	50
20210805	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1059.32	1059.32	1038.34	1038.98	-25.09	-2.36	897.20	91.01	50
20210806	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1038.80	1039.60	1025.38	1030.68	-8.30	-0.80	764.13	71.72	50
20210809	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1026.81	1058.33	1026.12	1056.68	25.99	2.52	861.41	81.31	50
20210810	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1055.41	1075.25	1050.65	1073.62	16.94	1.60	853.77	85.80	50
20210811	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1074.54	1085.20	1073.44	1074.96	1.34	0.12	891.80	80.85	50
20210812	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1077.53	1084.67	1069.75	1071.14	-3.82	-0.35	879.72	79.24	50
20210813	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1071.77	1071.77	1063.45	1067.29	-3.85	-0.36	960.44	84.75	50
20210816	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1068.98	1078.00	1067.23	1072.49	5.20	0.49	1006.29	92.22	50
20210817	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1072.47	1072.62	1049.09	1050.13	-22.36	-2.09	943.35	86.34	50
20210818	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1049.81	1052.92	1039.09	1052.65	2.52	0.24	804.21	73.88	50
20210819	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1050.95	1068.10	1050.82	1062.27	9.62	0.91	835.68	76.34	50
20210820	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1059.19	1059.19	1035.25	1043.26	-19.01	-1.79	903.08	81.60	50
20210823	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1043.60	1070.41	1043.60	1069.35	26.09	2.50	992.75	88.72	50
20210824	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1067.04	1067.40	1057.57	1063.34	-6.01	-0.56	976.99	79.30	50
20210825	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1063.48	1085.36	1063.48	1083.57	20.23	1.90	1143.87	102.09	50
20210826	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1083.94	1084.27	1067.76	1069.16	-14.41	-1.33	1255.07	103.78	50
20210827	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1067.68	1069.13	1047.49	1054.75	-14.41	-1.35	1254.37	106.66	50
20210830	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1057.28	1057.75	1042.54	1050.20	-4.55	-0.43	1389.60	131.66	50
20210831	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1039.13	1057.92	1039.13	1053.13	2.94	0.28	1334.79	121.27	50
20210901	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1055.76	1090.14	1055.70	1087.78	34.64	3.29	1958.50	164.53	50
20210902	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1089.90	1101.22	1086.50	1093.59	5.81	0.53	1613.01	152.79	50
20210903	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1099.24	1102.65	1086.56	1094.46	0.88	0.08	1667.45	141.80	50
20210906	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1093.23	1108.35	1090.95	1105.46	11.00	1.00	1408.04	126.99	50
20210907	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1104.51	1132.35	1102.64	1129.83	24.37	2.20	1582.54	148.42	50
20210908	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1135.56	1183.10	1135.56	1182.90	53.07	4.70	2491.10	246.42	50
20210909	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1161.29	1161.29	1145.45	1149.49	-33.41	-2.82	1925.15	191.67	50
20210910	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1146.22	1151.40	1137.85	1143.48	-6.01	-0.52	1629.76	162.91	50
20210913	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1137.58	1173.10	1127.69	1160.26	16.78	1.47	1958.76	193.68	50
20210914	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1161.21	1162.23	1132.25	1133.09	-27.17	-2.34	1573.26	151.58	50
20210915	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1131.46	1146.87	1127.68	1143.17	10.08	0.89	1195.09	122.08	50
20210916	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1144.26	1154.04	1124.55	1126.69	-16.47	-1.44	1273.67	125.68	50
20210917	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1125.97	1126.30	1100.40	1115.17	-11.52	-1.02	1214.43	105.34	50
20210922	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1100.33	1109.54	1098.12	1104.14	-11.04	-0.99	875.48	78.64	50
20210923	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1110.89	1128.71	1110.89	1120.55	16.42	1.49	1091.94	102.71	50
20210924	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1118.96	1136.04	1118.11	1122.02	1.47	0.13	1024.84	102.15	50
20210927	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1122.51	1124.62	1096.01	1102.79	-19.24	-1.71	1256.81	115.34	50
20210928	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1100.37	1100.93	1090.25	1091.75	-11.04	-1.00	746.85	76.93	50
20210929	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1082.78	1083.76	1068.67	1068.67	-23.08	-2.11	945.56	92.08	50
20210930	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1072.60	1088.04	1072.45	1085.22	16.56	1.55	807.50	81.15	50
20211008	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1097.88	1113.55	1093.68	1113.40	28.18	2.60	1161.89	103.81	50
20211011	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1118.65	1128.08	1107.12	1118.50	5.10	0.46	1015.57	108.41	50
20211012	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1113.73	1113.73	1079.81	1087.38	-31.13	-2.78	930.52	98.73	50
20211013	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1089.66	1095.14	1080.07	1094.35	6.98	0.64	800.92	79.52	50
20211014	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1090.94	1100.35	1086.82	1097.18	2.82	0.26	887.43	88.01	50
20211015	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1095.20	1100.96	1089.97	1091.76	-5.42	-0.49	1152.85	108.99	50
20211018	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1090.66	1090.66	1068.70	1073.11	-18.65	-1.71	987.30	93.41	50
20211019	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1071.95	1083.81	1069.57	1080.79	7.69	0.72	914.17	89.44	50
20211020	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1082.69	1084.62	1073.70	1078.73	-2.07	-0.19	968.03	94.72	50
20211021	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1077.60	1079.59	1066.80	1072.00	-6.73	-0.62	801.05	76.43	50
20211022	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1072.32	1084.85	1071.94	1078.96	6.97	0.65	945.18	100.55	50
20211025	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1075.97	1075.97	1066.35	1070.93	-8.04	-0.74	870.36	90.09	50
20211026	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1067.03	1072.51	1062.64	1065.89	-5.03	-0.47	812.63	84.21	50
20211027	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1064.02	1064.02	1047.46	1052.83	-13.07	-1.23	1052.99	97.95	50
20211028	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1052.06	1054.73	1037.00	1048.20	-4.62	-0.44	945.72	92.18	50
20211029	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1048.85	1088.30	1048.35	1085.11	36.90	3.52	1319.59	138.61	50
20211101	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1086.37	1113.53	1085.63	1101.22	16.12	1.49	1664.87	179.31	50
20211102	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1098.02	1108.33	1079.52	1087.09	-14.13	-1.28	1502.43	156.44	50
20211103	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1087.12	1122.66	1087.09	1107.03	19.94	1.83	1305.43	146.29	50
20211104	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1111.98	1126.49	1106.49	1126.27	19.24	1.74	1348.87	146.34	50
20211105	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1121.22	1165.77	1117.87	1152.03	25.76	2.29	2485.08	266.79	50
20211108	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1156.67	1168.24	1141.82	1159.28	7.25	0.63	2143.62	234.22	50
20211109	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1154.27	1161.55	1145.16	1148.96	-10.33	-0.89	1543.29	175.89	50
20211110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1154.49	1173.29	1150.07	1158.16	9.20	0.80	1891.99	208.87	50
20211111	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1148.09	1189.35	1144.06	1179.80	21.64	1.87	2330.45	241.27	50
20211112	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1175.60	1187.88	1172.39	1179.75	-0.05	0.00	2015.88	216.74	50
20211115	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1180.93	1227.66	1178.66	1219.22	39.47	3.35	2117.99	252.26	50
20211116	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1215.37	1247.14	1214.61	1232.01	12.80	1.05	2486.07	286.14	50
