日期Date	指数代码Index Code	指数中文全称Index Chinese Name(Full)	指数中文简称Index Chinese Name	指数英文全称Index English Name(Full)	指数英文简称Index Chinese Name	开盘Open	最高High	最低Low	收盘Close	涨跌Change	涨跌幅(%)Change(%)	成交量（万手）Volume(M Shares)	成交金额（亿元）Turnover	样本数量ConsNumber
20211117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1229.95	1246.81	1225.98	1236.32	4.31	0.35	1919.15	241.24	50
20211118	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1241.93	1241.93	1197.18	1202.52	-33.81	-2.73	2241.54	259.42	50
20211119	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1202.42	1221.17	1200.08	1207.97	5.45	0.45	2630.62	225.83	50
20211122	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1203.85	1216.60	1198.22	1204.67	-3.31	-0.27	1975.14	192.51	50
20211123	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1197.43	1204.40	1181.14	1200.41	-4.25	-0.35	1918.48	189.04	50
20211124	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1200.82	1226.62	1195.87	1218.26	17.85	1.49	2342.01	223.75	50
20211125	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1211.20	1216.47	1182.66	1183.20	-35.06	-2.88	2157.42	197.73	50
20211126	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1180.28	1187.80	1170.94	1172.73	-10.47	-0.89	1847.52	168.20	50
20211129	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1154.08	1166.35	1148.19	1153.34	-19.39	-1.65	1469.31	143.78	50
20211130	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1160.62	1164.50	1144.09	1150.55	-2.78	-0.24	1417.07	144.67	50
20211201	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1150.06	1169.70	1149.28	1169.48	18.92	1.64	1555.42	149.77	50
20211202	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1163.62	1164.51	1144.67	1145.02	-24.45	-2.09	1333.99	137.96	50
20211203	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1147.83	1155.72	1146.05	1152.89	7.87	0.69	1067.18	109.74	50
20211206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1150.21	1154.66	1137.79	1140.97	-11.93	-1.03	1436.43	136.19	50
20211207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1143.95	1152.28	1140.71	1149.10	8.13	0.71	1294.95	127.68	50
20211208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1149.68	1177.40	1140.91	1171.90	22.80	1.98	1381.07	147.41	50
20211209	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1172.02	1196.67	1170.57	1189.11	17.21	1.47	2023.79	200.48	50
20211210	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1182.40	1213.35	1180.53	1204.44	15.33	1.29	2293.70	224.49	50
20211213	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1213.24	1252.07	1212.88	1251.36	46.92	3.90	2909.61	295.35	50
20211214	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1247.67	1274.74	1241.89	1259.40	8.04	0.64	3001.33	318.98	50
20211215	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1257.34	1277.53	1251.88	1259.66	0.26	0.02	2794.02	285.31	50
20211216	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1264.03	1294.21	1254.91	1283.44	23.78	1.89	2652.14	284.58	50
20211217	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1285.23	1290.96	1268.42	1276.50	-6.94	-0.54	2482.21	273.72	50
20211220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1272.03	1285.63	1234.57	1235.77	-40.73	-3.19	2192.23	236.03	50
20211221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1237.41	1266.05	1237.41	1259.16	23.39	1.89	2120.05	212.04	50
20211222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.46	1311.86	1259.18	1300.54	41.38	3.29	3002.78	305.57	50
20211223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1295.29	1311.75	1286.34	1291.23	-9.30	-0.72	2504.40	248.11	50
20211224	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1295.76	1306.96	1282.59	1293.44	2.21	0.17	2035.08	227.79	50
20211227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1290.94	1291.39	1255.80	1267.10	-26.34	-2.04	1927.70	207.02	50
20211228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1270.06	1285.43	1262.17	1268.31	1.21	0.10	1945.10	201.68	50
20211229	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1265.39	1265.61	1246.87	1247.66	-20.65	-1.63	1638.73	167.79	50
20211230	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1247.23	1315.53	1246.89	1315.39	67.73	5.43	2611.96	276.25	50
20211231	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1319.48	1339.23	1308.14	1333.67	18.28	1.39	2639.15	291.70	50
20220104	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1339.95	1393.61	1336.87	1385.69	52.03	3.90	3578.41	388.59	50
20220105	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1376.24	1401.34	1363.46	1386.74	1.05	0.08	3372.64	387.87	50
20220106	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1375.01	1376.59	1349.36	1366.97	-19.77	-1.43	2498.21	297.75	50
20220107	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1367.37	1403.11	1344.50	1345.14	-21.84	-1.60	2743.07	312.44	50
20220110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1335.53	1345.89	1309.87	1340.17	-4.96	-0.37	1995.70	229.07	50
20220111	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1337.70	1344.09	1295.68	1300.95	-39.22	-2.93	2034.64	246.12	50
20220112	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1303.35	1318.05	1292.96	1309.63	8.68	0.67	1807.50	208.27	50
20220113	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1309.81	1314.48	1281.93	1281.93	-27.70	-2.11	1827.49	204.33	50
20220114	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1273.96	1304.92	1267.60	1293.03	11.10	0.87	2255.19	233.17	50
20220117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1297.40	1334.06	1296.98	1333.12	40.10	3.10	2699.29	275.88	50
20220118	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1334.80	1339.41	1304.33	1309.49	-23.64	-1.77	3011.77	294.56	50
20220119	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1316.54	1339.68	1307.81	1315.99	6.50	0.50	2760.66	294.67	50
20220120	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1311.77	1311.77	1280.55	1283.38	-32.61	-2.48	2492.63	265.95	50
20220121	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1274.77	1291.01	1246.81	1248.17	-35.20	-2.74	2249.17	242.48	50
20220124	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1236.26	1256.91	1235.13	1247.65	-0.52	-0.04	1765.55	187.03	50
20220125	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1241.54	1241.54	1172.21	1172.22	-75.43	-6.05	2306.62	225.51	50
20220126	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1178.86	1188.74	1154.25	1167.22	-5.00	-0.43	1513.34	150.08	50
20220127	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1163.79	1163.79	1123.02	1124.43	-42.79	-3.67	1604.05	146.59	50
20220128	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1134.28	1144.39	1121.14	1126.60	2.17	0.19	1584.62	146.29	50
20220207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1133.47	1134.24	1108.73	1117.67	-8.92	-0.79	1519.63	143.56	50
20220208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1116.30	1132.89	1104.58	1132.67	15.00	1.34	1430.64	128.42	50
20220209	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1131.41	1166.49	1130.24	1165.91	33.23	2.93	1893.33	173.46	50
20220210	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1165.05	1185.49	1156.42	1183.72	17.81	1.53	1988.17	176.32	50
20220211	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1179.03	1189.17	1153.98	1156.50	-27.22	-2.30	1940.27	170.82	50
20220214	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1155.17	1171.38	1148.92	1159.13	2.63	0.23	1852.30	162.26	50
20220215	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1159.58	1176.99	1158.35	1166.10	6.97	0.60	1818.90	153.60	50
20220216	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1171.91	1178.82	1165.82	1170.66	4.56	0.39	1608.60	140.14	50
20220217	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1164.08	1165.21	1149.24	1150.73	-19.93	-1.70	1602.66	135.52	50
20220218	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1142.54	1159.38	1141.61	1159.35	8.62	0.75	1415.05	118.16	50
20220221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1156.66	1170.45	1155.76	1166.54	7.19	0.62	1735.07	157.21	50
20220222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1153.23	1153.23	1109.45	1116.00	-50.54	-4.33	1909.79	184.13	50
20220223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1117.70	1142.72	1117.70	1139.73	23.73	2.13	1611.51	145.37	50
20220224	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1132.38	1133.02	1072.55	1088.40	-51.33	-4.50	2378.07	200.46	50
20220225	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1098.43	1111.98	1094.97	1096.83	8.43	0.77	1212.75	106.62	50
20220228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1098.37	1098.60	1074.63	1092.64	-4.19	-0.38	1149.62	102.61	50
20220301	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1093.03	1105.94	1092.02	1105.72	13.07	1.20	1271.07	106.98	50
20220302	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1097.77	1105.76	1092.82	1098.62	-7.10	-0.64	1091.85	93.47	50
20220303	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1100.89	1102.27	1088.03	1091.33	-7.29	-0.66	1055.00	88.88	50
20220304	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1084.15	1099.25	1079.65	1090.01	-1.32	-0.12	1385.97	122.48	50
20220307	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1081.12	1081.12	1057.49	1062.72	-27.29	-2.50	1133.71	104.32	50
20220308	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1061.05	1068.54	1026.03	1027.23	-35.49	-3.34	1380.25	113.95	50
20220309	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1030.61	1034.56	973.09	1020.21	-7.02	-0.68	1527.37	123.28	50
20220310	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1042.18	1045.97	1025.01	1025.01	4.80	0.47	1239.95	105.03	50
20220311	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1007.83	1039.24	1002.87	1036.89	11.88	1.16	1291.87	108.44	50
20220314	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1026.36	1034.95	1003.56	1003.56	-33.34	-3.22	1253.89	101.35	50
20220315	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	996.36	996.56	943.27	943.27	-60.29	-6.01	1667.89	124.42	50
20220316	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	959.42	987.21	931.36	984.47	41.20	4.37	1666.49	129.19	50
20220317	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1006.05	1037.73	1006.05	1022.91	38.45	3.91	1814.34	152.24	50
20220318	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1016.16	1034.60	1013.78	1031.24	8.32	0.81	1306.79	119.42	50
20220321	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1035.94	1041.91	1018.05	1028.62	-2.61	-0.25	1298.49	113.14	50
20220322	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1025.30	1045.73	1015.62	1039.32	10.69	1.04	1265.52	111.78	50
20220323	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1039.73	1049.05	1033.68	1041.78	2.46	0.24	1119.57	103.64	50
20220324	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1034.23	1034.23	1016.90	1018.70	-23.07	-2.21	990.87	86.07	50
20220325	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1021.70	1034.48	1018.75	1019.43	0.72	0.07	1089.93	94.58	50
20220328	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1015.48	1038.10	1013.51	1030.36	10.94	1.07	1239.94	115.19	50
20220329	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1032.23	1035.92	1015.12	1020.01	-10.36	-1.01	960.91	85.76	50
20220330	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1023.99	1041.11	1018.89	1041.11	21.11	2.07	1177.44	109.54	50
20220331	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1035.93	1047.83	1032.30	1036.65	-4.46	-0.43	1128.85	98.93	50
20220401	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1030.62	1073.47	1022.40	1071.19	34.54	3.33	1849.28	171.68	50
20220406	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1068.58	1087.50	1066.94	1074.68	3.49	0.33	1584.82	151.25	50
20220407	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1069.64	1078.26	1050.64	1050.64	-24.03	-2.24	1341.34	122.48	50
20220408	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1049.94	1051.03	1017.19	1022.80	-27.84	-2.65	1375.58	122.65	50
20220411	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1018.08	1018.55	983.57	989.78	-33.02	-3.23	1330.09	117.87	50
20220412	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1014.42	1018.81	984.42	1017.08	27.30	2.76	1494.58	146.10	50
20220413	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1003.56	1003.56	978.24	978.27	-38.81	-3.82	1216.45	110.95	50
20220414	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	980.86	996.27	976.50	985.56	7.30	0.75	1042.52	90.63	50
20220415	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	979.16	979.30	960.49	962.31	-23.25	-2.36	1117.74	92.40	50
20220418	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	955.16	956.75	937.98	952.98	-9.33	-0.97	875.98	72.85	50
20220419	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	950.32	963.20	949.55	962.98	10.00	1.05	896.47	75.21	50
20220420	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	963.22	976.31	954.63	958.15	-4.83	-0.50	1063.24	91.26	50
20220421	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	950.81	959.25	922.69	925.33	-32.82	-3.43	1220.31	93.93	50
